seats_x,is_trial_x,total_usage,avg_usage_duration,total_errors,beta_feature_used,ticket_count,avg_resolution_time,avg_first_response,avg_satisfaction,escalations,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,auto_renew_flag,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,plan_tier_x_Enterprise,plan_tier_x_Pro,plan_tier_y_Enterprise,plan_tier_y_Pro,billing_frequency_monthly,churn_probability,health_score,risk_segment
12,False,773,3011.35,43,True,3.0,25.666666666666668,86.33333333333333,4.0,0.0,34,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.06,94.0,Low Risk
86,False,402,3034.1190476190477,22,True,3.0,57.666666666666664,108.33333333333333,4.0,0.0,86,17114,205368,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.99,1.0,High Risk
1,False,419,3007.487804878049,31,True,2.0,51.0,83.5,3.5,0.0,9,171,2052,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.015,98.5,Low Risk
9,False,386,3243.6216216216217,24,True,6.0,38.833333333333336,91.66666666666667,4.2,0.0,15,0,0,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,0.025,97.5,Low Risk
3,False,819,3474.227848101266,34,True,3.0,25.333333333333332,127.0,3.0,0.0,9,441,5292,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,0.0,100.0,Low Risk
30,True,640,3241.2419354838707,28,True,2.0,64.0,86.0,3.0,0.0,30,1470,17640,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,0.0,100.0,Low Risk
40,False,455,3035.9565217391305,36,True,5.0,23.0,76.2,4.25,0.0,44,2156,25872,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,0.005,99.5,Low Risk
24,False,312,2822.3125,18,True,5.0,35.8,91.8,5.0,0.0,24,1176,14112,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.02,98.0,Low Risk
18,True,396,2944.1666666666665,26,True,4.0,29.5,135.5,4.0,0.0,18,342,4104,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.965,3.5,High Risk
4,False,885,3251.0235294117647,76,True,7.0,45.0,86.14285714285714,4.4,0.0,43,2107,25284,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.01,99.0,Low Risk
13,False,410,2898.3863636363635,45,True,5.0,28.6,99.0,4.0,0.0,19,931,11172,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,0.025,97.5,Low Risk
148,True,486,3506.4583333333335,20,True,5.0,45.2,101.6,3.8,0.0,148,0,0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,0.04,96.0,Low Risk
4,False,885,3251.0235294117647,76,True,7.0,45.0,86.14285714285714,4.4,0.0,20,980,11760,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,0.005,99.5,Low Risk
3,False,582,2619.532258064516,48,True,5.0,31.4,90.4,4.0,1.0,22,1078,12936,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0.025,97.5,Low Risk
26,False,176,2532.2105263157896,13,True,4.0,32.5,103.75,4.0,1.0,28,1372,16464,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,0.07,93.0,Low Risk
5,False,661,2836.2571428571428,38,True,5.0,42.2,112.0,3.5,0.0,27,5373,64476,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.03,97.0,Low Risk
3,False,445,3356.860465116279,27,True,2.0,59.0,66.0,3.0,0.0,6,1194,14328,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,0.935,6.5,High Risk
5,False,661,2836.2571428571428,38,True,5.0,42.2,112.0,3.5,0.0,5,0,0,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.005,99.5,Low Risk
3,False,529,2684.7884615384614,28,True,0.0,0.0,0.0,0.0,0.0,30,570,6840,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.935,6.5,High Risk
8,False,438,3301.4418604651164,18,True,4.0,48.25,94.25,3.0,0.0,19,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.0,100.0,Low Risk
11,True,1005,2709.29702970297,47,True,1.0,32.0,175.0,4.0,0.0,58,0,0,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,0.07,93.0,Low Risk
15,False,505,2896.7755102040815,33,True,5.0,30.6,115.0,3.3333333333333335,0.0,80,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0.02,98.0,Low Risk
41,False,405,2832.0238095238096,36,True,3.0,11.0,78.0,3.0,0.0,42,2058,24696,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,0.005,99.5,Low Risk
15,False,465,2817.204081632653,18,True,5.0,37.8,76.0,4.0,0.0,16,3184,38208,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,0.165,83.5,Low Risk
5,False,575,3248.5714285714284,28,True,5.0,36.0,110.6,4.0,1.0,32,1568,18816,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,0.015,98.5,Low Risk
8,True,329,2173.4444444444443,17,True,4.0,16.5,84.75,3.6666666666666665,0.0,13,637,7644,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0.005,99.5,Low Risk
15,True,552,2578.0819672131147,34,True,1.0,16.0,99.0,3.0,0.0,15,2985,35820,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,0.01,99.0,Low Risk
5,False,661,2836.2571428571428,38,True,5.0,42.2,112.0,3.5,0.0,5,245,2940,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.0,100.0,Low Risk
8,True,329,2173.4444444444443,17,True,4.0,16.5,84.75,3.6666666666666665,0.0,72,3528,42336,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,0.06,94.0,Low Risk
33,False,558,2998.285714285714,31,True,7.0,40.42857142857143,76.0,3.8,0.0,33,1617,19404,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,0.865,13.5,High Risk
19,False,617,2868.515625,43,True,3.0,37.333333333333336,102.33333333333333,4.0,0.0,19,0,0,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,0.035,96.5,Low Risk
30,True,640,3241.2419354838707,28,True,2.0,64.0,86.0,3.0,0.0,30,570,6840,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,0.0,100.0,Low Risk
31,False,609,3192.7,30,True,3.0,56.333333333333336,104.33333333333333,3.5,0.0,73,1387,16644,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0.0,100.0,Low Risk
1,False,618,3095.8571428571427,29,True,8.0,29.25,49.0,4.4,0.0,11,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,1.0,0.0,
9,False,597,2928.2033898305085,31,True,2.0,18.5,141.0,4.5,1.0,9,171,2052,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,0.03,97.0,Low Risk
15,False,509,3234.596153846154,24,True,5.0,23.8,90.2,3.0,0.0,33,1617,19404,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,0.01,99.0,Low Risk
1,False,658,2474.7428571428572,49,True,2.0,50.5,118.0,3.0,0.0,1,19,228,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.015,98.5,Low Risk
12,False,420,2915.0476190476193,14,True,2.0,53.0,109.5,5.0,0.0,12,588,7056,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,0.005,99.5,Low Risk
19,False,519,2922.074074074074,30,True,8.0,30.75,73.375,3.0,0.0,21,4179,50148,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,0.015,98.5,Low Risk
5,False,545,3149.4,45,True,6.0,29.0,96.83333333333333,3.75,0.0,23,437,5244,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,0.915,8.5,High Risk
24,False,438,3567.0227272727275,22,True,5.0,33.2,50.4,3.75,1.0,34,646,7752,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,0.01,99.0,Low Risk
55,False,866,3063.5795454545455,46,True,4.0,27.0,88.25,4.0,0.0,55,1045,12540,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.955,4.5,High Risk
12,True,512,3141.6938775510203,21,True,6.0,29.166666666666668,83.16666666666667,4.0,0.0,12,228,2736,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,1.0,0.0,
2,False,833,2585.258823529412,52,True,1.0,46.0,70.0,4.0,0.0,20,980,11760,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.005,99.5,Low Risk
8,True,601,3254.9310344827586,29,True,2.0,41.5,48.5,5.0,0.0,8,1592,19104,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,0.87,13.0,High Risk
8,False,550,3072.9298245614036,30,True,8.0,35.25,65.625,3.8,0.0,23,1127,13524,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,0.985,1.5,High Risk
13,False,511,2794.0,33,True,4.0,33.75,98.25,3.0,0.0,13,637,7644,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,0.025,97.5,Low Risk
2,True,697,3359.0,40,True,2.0,68.5,86.5,3.0,1.0,12,2388,28656,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,0.015,98.5,Low Risk
11,True,642,2312.478260869565,26,True,4.0,26.75,95.0,4.0,0.0,19,931,11172,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,0.01,99.0,Low Risk
61,False,435,2749.733333333333,26,True,5.0,31.4,107.0,3.5,0.0,61,1159,13908,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,100.0,Low Risk
22,False,502,3156.4897959183672,29,True,2.0,24.5,52.0,4.0,0.0,40,7960,95520,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,0.04,96.0,Low Risk
3,False,529,2684.7884615384614,28,True,0.0,0.0,0.0,0.0,0.0,14,0,0,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,0.9,10.0,High Risk
21,True,692,2804.285714285714,25,True,5.0,35.4,63.0,4.75,0.0,21,399,4788,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.995,0.5,High Risk
9,False,476,2754.188679245283,25,True,6.0,43.166666666666664,114.5,5.0,0.0,9,441,5292,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,0.015,98.5,Low Risk
3,False,531,3035.818181818182,39,True,7.0,28.857142857142858,102.85714285714286,3.0,0.0,3,147,1764,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,0.005,99.5,Low Risk
1,False,366,3201.7567567567567,20,True,3.0,17.666666666666668,120.66666666666667,4.0,0.0,21,1029,12348,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0.025,97.5,Low Risk
3,False,582,2619.532258064516,48,True,5.0,31.4,90.4,4.0,1.0,3,147,1764,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,0.03,97.0,Low Risk
19,True,434,2933.978260869565,28,True,6.0,41.0,86.5,4.333333333333333,0.0,41,779,9348,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.935,6.5,High Risk
32,False,612,2848.8387096774195,36,True,3.0,41.0,91.0,3.5,0.0,32,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,0.015,98.5,Low Risk
16,False,644,3195.046875,48,True,3.0,58.0,48.0,4.0,0.0,21,399,4788,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,0.02,98.0,Low Risk
26,False,176,2532.2105263157896,13,True,4.0,32.5,103.75,4.0,1.0,26,494,5928,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,0.07,93.0,Low Risk
22,False,725,2919.7894736842104,43,True,4.0,40.25,68.25,3.6666666666666665,1.0,46,0,0,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,0.015,98.5,Low Risk
21,False,481,2748.3478260869565,17,True,2.0,36.5,78.0,3.0,0.0,21,399,4788,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.015,98.5,Low Risk
11,True,410,3870.2105263157896,18,True,5.0,41.4,87.8,4.0,0.0,11,2189,26268,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.005,99.5,Low Risk
11,True,642,2312.478260869565,26,True,4.0,26.75,95.0,4.0,0.0,11,539,6468,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,0.01,99.0,Low Risk
21,False,401,2732.311111111111,26,True,7.0,26.714285714285715,96.28571428571429,4.333333333333333,0.0,21,0,0,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0.015,98.5,Low Risk
22,False,514,3204.7924528301887,34,True,6.0,23.333333333333332,100.5,4.0,0.0,59,2891,34692,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,0.05,95.0,Low Risk
8,True,601,3254.9310344827586,29,True,2.0,41.5,48.5,5.0,0.0,23,4577,54924,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,0.865,13.5,High Risk
2,False,540,3189.581818181818,23,True,5.0,24.8,102.8,4.0,1.0,18,342,4104,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.0,100.0,Low Risk
4,False,844,3088.8888888888887,46,True,5.0,16.6,91.4,3.25,1.0,10,490,5880,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,0.005,99.5,Low Risk
1,False,538,2994.3584905660377,31,True,8.0,41.25,59.75,3.3333333333333335,1.0,25,475,5700,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0.965,3.5,High Risk
61,False,453,2539.9591836734694,29,True,5.0,27.6,126.0,4.333333333333333,0.0,61,2989,35868,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,0.005,99.5,Low Risk
64,True,510,3095.622641509434,47,True,7.0,41.714285714285715,129.57142857142858,4.4,0.0,64,3136,37632,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,0.02,98.0,Low Risk
20,False,601,2990.4920634920636,34,True,3.0,29.333333333333332,90.0,4.666666666666667,0.0,22,418,5016,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,0.025,97.5,Low Risk
37,False,689,2987.5072463768115,61,True,2.0,39.0,167.0,5.0,0.0,60,1140,13680,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.015,98.5,Low Risk
15,True,307,3019.2,12,True,6.0,31.833333333333332,75.66666666666667,3.3333333333333335,1.0,15,2985,35820,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,0.02,98.0,Low Risk
5,False,597,3391.396551724138,22,True,4.0,33.5,156.5,4.0,0.0,33,627,7524,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.015,98.5,Low Risk
7,True,670,3394.921875,30,True,3.0,40.333333333333336,68.33333333333333,5.0,1.0,7,343,4116,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,0.0,100.0,Low Risk
26,False,488,3206.553191489362,19,True,5.0,34.0,59.6,4.5,0.0,47,893,10716,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,0.835,16.5,High Risk
13,False,511,2794.0,33,True,4.0,33.75,98.25,3.0,0.0,13,637,7644,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,0.025,97.5,Low Risk
26,False,189,3421.3684210526317,6,True,3.0,34.333333333333336,60.0,4.0,0.0,26,5174,62088,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,0.92,8.0,High Risk
13,False,369,3095.8888888888887,12,True,2.0,33.5,112.5,3.5,0.0,13,2587,31044,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.88,12.0,High Risk
8,False,492,2981.56,21,True,2.0,36.5,137.0,3.5,0.0,20,3980,47760,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,0.02,98.0,Low Risk
55,False,681,3379.7868852459014,25,True,1.0,1.0,144.0,3.0,0.0,55,1045,12540,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,0.0,
15,False,620,3141.9193548387098,41,True,1.0,49.0,77.0,0.0,0.0,32,608,7296,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.005,99.5,Low Risk
16,False,284,2986.0666666666666,13,True,4.0,32.25,83.25,5.0,1.0,16,784,9408,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.88,12.0,High Risk
23,True,625,2915.7846153846153,35,True,2.0,56.5,98.5,4.0,0.0,23,1127,13524,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,0.0,100.0,Low Risk
3,False,687,3020.1014492753625,37,True,3.0,31.333333333333332,76.66666666666667,3.3333333333333335,0.0,6,114,1368,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.98,2.0,High Risk
61,False,453,2539.9591836734694,29,True,5.0,27.6,126.0,4.333333333333333,0.0,61,1159,13908,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,0.0,100.0,Low Risk
18,False,1053,3230.5247524752476,55,True,3.0,32.666666666666664,80.66666666666667,5.0,0.0,26,5174,62088,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,0.975,2.5,High Risk
87,False,807,3395.65,71,True,4.0,29.5,38.0,4.0,0.0,87,1653,19836,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,0.0,100.0,Low Risk
22,True,457,2848.1702127659573,34,True,4.0,24.25,119.5,4.0,0.0,22,4378,52536,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.005,99.5,Low Risk
13,False,369,3095.8888888888887,12,True,2.0,33.5,112.5,3.5,0.0,77,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,0.87,13.0,High Risk
23,False,524,2880.2181818181816,37,True,5.0,55.0,88.6,4.0,1.0,23,1127,13524,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.01,99.0,Low Risk
4,False,605,3585.8474576271187,32,True,9.0,36.55555555555556,81.77777777777777,4.0,0.0,19,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,0.98,2.0,High Risk
29,False,629,2557.8548387096776,24,True,2.0,70.5,106.5,0.0,0.0,29,551,6612,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0,100.0,Low Risk
12,False,773,3011.35,43,True,3.0,25.666666666666668,86.33333333333333,4.0,0.0,12,2388,28656,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0.0,100.0,Low Risk
64,False,499,2838.5416666666665,28,True,3.0,36.333333333333336,62.333333333333336,3.0,0.0,64,3136,37632,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,0.985,1.5,High Risk
12,False,773,3011.35,43,True,3.0,25.666666666666668,86.33333333333333,4.0,0.0,53,1007,12084,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.025,97.5,Low Risk
5,False,474,3720.717391304348,20,True,7.0,27.714285714285715,86.14285714285714,4.2,1.0,26,494,5928,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.03,97.0,Low Risk
16,True,273,2958.366666666667,18,True,9.0,44.44444444444444,99.44444444444444,4.142857142857143,0.0,58,2842,34104,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.03,97.0,Low Risk
1,False,642,2946.6911764705883,38,True,6.0,37.5,70.0,4.333333333333333,0.0,81,3969,47628,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,0.09,91.0,Low Risk
12,False,632,3282.4032258064517,23,True,4.0,42.0,86.25,4.0,0.0,48,2352,28224,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,0.02,98.0,Low Risk
19,True,194,3132.5,15,True,2.0,20.5,143.0,5.0,1.0,98,4802,57624,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,0.815,18.5,High Risk
19,False,811,2891.710843373494,48,True,5.0,31.0,87.4,4.5,0.0,19,361,4332,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,0.99,1.0,High Risk
9,True,642,3021.296875,22,True,6.0,31.5,48.333333333333336,4.333333333333333,0.0,28,532,6384,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05,95.0,Low Risk
10,False,709,2773.1857142857143,33,True,3.0,30.333333333333332,96.33333333333333,3.0,0.0,22,418,5016,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.02,98.0,Low Risk
3,False,429,2836.3571428571427,17,True,5.0,44.8,71.6,5.0,0.0,40,1960,23520,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,0.035,96.5,Low Risk
25,False,768,3372.2297297297296,32,True,0.0,0.0,0.0,0.0,0.0,25,4975,59700,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,0.005,99.5,Low Risk
12,False,632,3282.4032258064517,23,True,4.0,42.0,86.25,4.0,0.0,12,588,7056,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,0.005,99.5,Low Risk
27,False,642,3559.233333333333,32,True,6.0,31.5,71.0,4.0,0.0,27,5373,64476,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.02,98.0,Low Risk
46,False,511,3463.24,35,True,5.0,39.4,62.6,4.0,0.0,46,874,10488,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.005,99.5,Low Risk
13,False,551,3166.037037037037,26,True,2.0,44.5,139.0,5.0,0.0,78,15522,186264,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,0.105,89.5,Low Risk
11,False,214,3808.5,9,True,2.0,24.5,98.5,0.0,0.0,11,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,0.04,96.0,Low Risk
27,False,582,2951.898305084746,28,True,4.0,53.75,82.75,3.5,0.0,27,1323,15876,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,0.005,99.5,Low Risk
18,False,355,2889.6,14,True,3.0,38.0,73.33333333333333,4.0,0.0,18,882,10584,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.88,12.0,High Risk
3,True,317,3665.964285714286,13,True,0.0,0.0,0.0,0.0,0.0,3,597,7164,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,0.065,93.5,Low Risk
29,False,564,2823.9821428571427,29,True,5.0,28.8,121.0,3.6666666666666665,0.0,29,551,6612,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,100.0,Low Risk
55,False,681,3379.7868852459014,25,True,1.0,1.0,144.0,3.0,0.0,55,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0.93,7.0,High Risk
4,False,457,2990.2340425531916,21,True,4.0,43.0,74.75,3.0,0.0,30,5970,71640,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.025,97.5,Low Risk
19,False,617,2868.515625,43,True,3.0,37.333333333333336,102.33333333333333,4.0,0.0,19,0,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,0.03,97.0,Low Risk
29,True,660,2754.7246376811595,30,True,7.0,52.57142857142857,89.42857142857143,3.6666666666666665,1.0,29,1421,17052,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,0.99,1.0,High Risk
163,False,271,2825.655172413793,25,True,4.0,37.5,105.5,3.0,0.0,163,32437,389244,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,0.02,98.0,Low Risk
6,False,412,3196.051282051282,24,True,4.0,43.0,116.75,3.6666666666666665,0.0,11,209,2508,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.895,10.5,High Risk
18,False,427,3191.720930232558,18,True,5.0,36.0,59.0,3.6,0.0,18,3582,42984,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,0.955,4.5,High Risk
21,False,401,2732.311111111111,26,True,7.0,26.714285714285715,96.28571428571429,4.333333333333333,0.0,27,513,6156,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0.02,98.0,Low Risk
3,False,733,3134.957746478873,53,True,4.0,64.0,110.0,4.0,0.0,3,597,7164,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.01,99.0,Low Risk
